,label,A1BG,ABCC6P1,ACCSL,ACTL8,AFMID,AKR1C3,ALDH1A1,ALOX15,AMBN,ANKRD37,ANXA1,APOA1,APOA2,APOC3,APOE,ARGFX,ARL4D,AURKC,B2M,B3GNT2,BAG4,BAMBI,BCAR4,BCL2L10,BECN1P1,BIK,BMP15,BMP2,BMP6,BOD1,BTG4,BUB1,BUB1B,C11orf40,C1orf64,C3orf56,C6orf52,C8orf12,CA4,CALB2,CASC11,CASC5,CCDC147,CCDC27,CCNA1,CCNO,CCR7,CCR8,CD48,CDKN1A,CDKN1C,CDKN2AIP,CDR1,CFD,CGA,CGB,CGB5,CGB8,CHAC1,CHGA,CHMP4B,CIART,CLDN10,CLEC4E,CNNM2,COL4A1,COX4I2,CRABP1,CSAG1,CST1,CTGF,CTRB2,CTSE,CUL2,CXorf67,CYP19A1,CYP1A1,CYP1B1,CYP26A1,CYR61,DBR1,DCDC2,DDIT3,DDIT4,DEFB1,DEFB124,DEGS2,DERL3,DHRS3,DLEU7,DNAJB1,DNMT1,DPPA5,DPRX,DUXA,EBLN1,EID3,EIF4E1B,ELANE,ENG,EPN2-IT1,EPS8L1,ERVFRD-1,ETNPPL,EXOC3L2,FABP7,FAM13A,FAM151A,FAM162B,FAM19A4,FAM220A,FAM46C,FAM64A,FBP1,FBXO22-AS1,FBXO5,FBXW12,FGF14,FIGLA,FLJ20518.uid_5146,FNDC4,FOLR4,FOS,FOXD3-AS1,FOXR1,FRZB,FUT3,GABRR3,GADD45B,GAGE12J,GAGE2A.uid_12821,GAGE2B,GAST,GCM1,GCNT3,GDF15,GDF3,GDF9,GIP,GJA5,GNRH2,GPHA2,GPHB5,GPR143,GPX2,GSC,GTF2A1L,GUCA2A,GYPC,H19,H1FOO,HABP2,HAND1,HAS2,HBZ,HDC,HERC6,HHLA2,HIPK3,HIST1H1A,HIST1H2AA,HIST1H2AC,HIST1H2AH,HIST1H2AI,HIST1H2AL,HIST1H2AM,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BG,HIST1H2BH,HIST1H2BJ,HIST1H2BK,HIST1H3A,HIST1H3C,HIST1H3G,HIST1H3J,HIST1H4B,HIST1H4F,HIST1H4H,HIST2H2BE,HIST3H2A,HIST3H3,HNRNPCL1,HNRNPCL2,HOPX,HOXA7,HSD3B1,HSF2BP,HSPA1A,HSPA1B,HSPA1L,HSPA6,HSPB1,HSPB8,HYLS1,ID2,ID3,IER3,IFI16,IFI6,IFITM1,IFITM3,IGFBP3,IL17B,KCNK9,KHDC1,KHDC3L,KLF17,KLK11,KPNA7,KRT23,KRT7,LARP6,LBH,LEFTY1,LEFTY2,LEUTX,LGALS1,LGALS16,LGALS2,LGALS3,LGALS3BP,LINC00324,LINC00458,LINC00948,LINC01118,LOC100506790,LOC100507420.uid_10773,LOC100996324,LOC101927258,LOC101928559,LOC101928736,LOC101928769,LOC101929524,LOC256880,LOC283299,LOC649330,LRRTM4,LYPD2,MAD2L1BP,MAGEA12,MAGEA4,MAP3K7CL,MBD3L2,MBD3L3,MBD3L5,MEG3,MFSD2A,MIER1,MIR1248,MIR205HG,MIR27B,MIR30A,MIR3648,MIR3651,MIR367,MIR371A,MIR371B,MIR374B,MIR4427,MIR4472-2,MIR5087,MIR614,MIR6516,MIR663A,MIR6775,MIR6777,MIR7703,MIR8079,MIRLET7I,MIXL1,MLF1,MLN,MMP2,MPC1L,MRGPRX1,MROH1,MSH5.uid_7872,MSRA,MT1B,MT1E,MT1F,MT1G,MT1H,MT1HL1,MT1X,MT2A,MTRNR2L1,MUC15,MYL4,NANOGNB,NEFM,NLRP11,NLRP13,NLRP4,NLRP5,NLRP9,NMU,NODAL,NOVA1,NPM2,NPPB,NRGN,NSG1,NUPR1,OLFML3,OOEP,OOSP2,OTX2,OXT,P2RX5,PABPN1L,PADI6,PAGE4,PAGE5,PARL,PATL2,PCP4L1,PDCD4,PDE8B,PDGFRA,PDLIM2,PDPN,PGC,PGF,PIM2,PITX2,PLAU,PLEK2,PMAIP1,PPAP2C,PPIAP30,PPP1R14A,PRAMEF1,PRAMEF11,PRAMEF12,PRAMEF2,PRAMEF4,PRAMEF6.uid_854,PRPH,PRR15,PRR9,PRSS3,PSORS1C2,PTTG1,PTTG2,PTTG3P,PYCARD,RARRES2,RBP7,REC114,RFPL1,RFPL2,RFPL4A,RFPL4AL1,RFPL4B,RGS13,RGS2,RHEBL1,RHOXF1,RIIAD1,RMRP,RNASE1,RNASEK.uid_21279,RND1,RNF11,RNF122,RNF168,RNU11,RNU12,RNU4ATAC,RNVU1-19.uid_1705,RNVU1-8,RPL10L,RPPH1,RPS7P5,RSPO3,RSRP1,S100P,SAA1,SAT1,SCARNA2,SCARNA22,SCARNA5,SDC1,SELM,SERPINB9,SERPINF1,SERPINH1,SERTAD1,SERTAD3,SIAH1,SLC16A6,SLC34A2,SLC3A1,SLC40A1,SLC6A5,SLC6A8,SLC7A6OS,SMPDL3B,SNAPC2,SNAR-D,SNAR-F,SNAR-G1,SNAR-H,SNAR-I,SNORA12,SNORA23,SNORA2B,SNORA44,SNORA46,SNORA48,SNORA51,SNORA74B,SNORA80E,SNORD114-13,SNORD114-3,SNORD124,SNORD35A,SNORD43,SNORD46,SNORD50A,SNORD83A,SOX15,SOX17,SPATA25,SPDYC,SPINK7,SPP1,SQRDL,SSTR5-AS1,STMN2,SVOPL,TAAR5,TCL1A,TCL1B,TDGF1,TDH,TEX19,TEX37,TFF1,TKTL1,TLE6,TMEM160,TNNI3,TOPORS,TPRX1,TPRXL,TREM1,TRH,TRIM77,TUBA3E,TUBA4A,TUBA4B,TUBB8,TUBBP5,UBXN11,UCHL1,UNC13C,USP2,UTF1,VENTX,VGLL1,VMO1,VTRNA1-1,VTRNA1-3,WDR47,WEE2,WFDC2,XAGE3,YPEL5,ZAR1L,ZC2HC1B,ZFR2,ZIM3,ZMAT5,ZNF280A,ZNF280B,ZNF302,ZNF394,ZNF597,ZNF679,ZNF735P,ZP1,ZP2,ZP3,ZP4,ZSCAN4,ZSCAN5B
E5.39.3262,5,0,0,0,0,365,0,25,0,0,0,0,156,0,270,8,420,2322,0,0,84,224,271,13,0,0,0,0,837,0,168,0,501,80,0,0,0,0,0,0,0,0,220,0,0,122,0,0,0,0,50,0,0,326,20,0,0,0,0,0,0,162,0,1862,0,0,0,0,0,0,0,150,0,0,8,0,0,800,267,590,650,278,44,0,0,0,292,195,0,938,0,1449,362,2613,0,0,0,0,0,0,0,0,0,0,0,98,412,0,1653,2,0,25,0,936,427,4,48,0,0,0,0,0,0,102,76,1492,0,0,0,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,346,0,0,0,0,0,241,180,0,0,273,0,0,19,0,174,0,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,1,183,0,0,0,226,62,0,0,3,0,298,622,1880,24,517,0,394,4591,0,0,0,3,0,20,0,0,0,496,119,365,0,0,0,218,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,1,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,188,0,0,0,0,1024,0,8955,0,0,260,0,0,0,0,0,0,399,0,1,0,0,83,103,0,0,480,0,0,443,0,0,0,0,0,395,0,0,63,65,0,0,243,0,0,967,0,0,0,0,0,0,7784,0,0,0,0,0,0,0,0,0,107,0,1934,29,198,229,0,488,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,196,0,561,0,0,98,0,0,3,1,0,0,539,432,0,714,0,0,0,0,341,33,0,0,457,1250,72,0,719,0,50,0,2931,43,0,0,115,1,2227,1570,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,1088,84,0,0,0,0,0,0,0,73,11,476,162,101,171,0,0,0,403,0,234,0,140,0,0,0,0,0,0,3,3,2,0,19,0,0,340,73,1,1185,0,55,0,22,0,0,0,321,0,0,0,0,315,0,0,1,527,0,0,0,305,0,0,0,0,0
E5.40.3289,5,30,0,0,0,7,0,0,0,0,0,0,0,129,0,85,31,126,0,47,22,96,9,0,0,0,1,0,330,43,36,0,711,99,4,39,0,0,0,44,0,0,37,0,0,7,0,0,276,0,12,64,36,8,11,0,0,0,0,0,70,0,0,10,0,0,0,0,0,0,0,0,0,83,73,0,0,160,791,1,0,29,0,56,132,0,8,1,24,2,1,513,90,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,12,0,3,39,117,140,0,69,0,0,0,0,6,0,49,0,361,0,0,0,0,64,86,26,0,104,10,41,670,22,18,0,0,0,0,0,481,47,0,0,36,0,0,0,27,0,0,0,0,4,36,0,0,0,3,1,0,0,0,0,19,0,23,0,10,0,0,51,4,14,0,0,0,0,0,0,0,0,0,0,9,19,6,0,0,384,57,146,0,321,0,675,0,1492,527,0,0,0,1,0,1,0,0,0,250,7,806,105,0,0,107,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,198,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,937,0,0,4,0,0,0,3,22,1,0,0,105,12,21,0,0,85,0,0,0,0,0,40,0,49,0,0,0,28,0,0,0,55,0,217,74,0,0,0,0,73,150,0,0,25,0,1013,0,0,0,7,691,0,0,0,255,0,0,161,0,0,27,0,0,0,0,0,0,220,149,260,6,22,0,0,0,0,0,0,0,0,0,11,23,34,0,0,5,24,0,0,2,0,120,0,1,1,0,0,1,0,0,24,96,3,0,69,0,13,0,0,0,3,0,782,0,260,34,0,4,0,0,0,77,21,0,18,1,0,164,15,45,0,0,0,3,0,23,10,0,4,0,1,0,9,1,0,1,0,44,13,0,0,0,0,0,0,0,25,0,0,154,166,1,0,6,0,1296,0,39,0,54,0,0,0,0,0,0,0,0,0,0,78,0,0,40,6,268,0,0,2,0,38,0,1,7,174,0,0,0,0,64,81,2,6,175,0,0,0,0,0,0,0,1,0
E5.40.3281,5,0,0,0,0,556,0,1,0,0,34,0,0,1,0,4403,2484,10757,293,0,148,942,1391,0,0,0,156,0,1649,0,101,0,4667,728,24,877,0,0,150,0,0,0,177,0,0,47229,0,0,475,0,1841,0,981,22,0,0,0,0,0,295,1523,0,0,3016,0,159,0,0,0,0,97,160,0,186,924,0,0,29140,76128,536,0,1400,0,2224,5,0,0,39,23,1537,49,6843,1571,6584,0,0,0,253,0,0,0,0,0,0,310,0,209,0,4977,8,0,16,4,2420,332,0,376,0,0,0,48,67,0,371,0,2219,0,0,0,65,2582,2555,447,0,116,490,2561,4801,134,0,0,0,0,0,0,32411,0,0,0,37,0,0,0,2,270,0,0,26,0,1772,126,97,86,1,0,0,0,1,81,0,37,0,0,61,182,0,0,0,0,75,62,209,0,0,0,0,0,0,0,0,105,75,0,0,694,1,692,194,3,793,10370,0,16028,941,0,0,0,161,200,850,0,0,0,63,0,4499,269,0,0,5979,0,0,0,0,0,1,0,0,11826,0,0,0,0,27,0,0,0,0,0,0,0,3893,0,978,0,158,0,54,1626,0,1158,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,0,0,6,12,0,0,0,242,282,1203,0,0,0,2,26,0,0,1,30,0,0,764,103,216,0,0,364,106,0,0,163,0,1,611,793,21,0,0,26,0,167,0,801,0,2007,1079,0,0,0,0,822,2972,0,0,423,6,26137,0,0,0,1,4263,36,1,0,4623,0,1,2434,1,0,0,7365,516,196,87,64,0,1571,2588,3678,28,406,0,0,62,0,0,0,0,0,0,86,1857,577,0,0,177,209,69,0,0,43,2450,0,92,0,0,12,179,2,0,79,5756,78,0,133,0,31,0,0,0,4,1,5509,1295,2803,196,0,23486,0,0,0,3591,1091,0,684,2,197,1501,192,1035,0,0,0,12,0,209,24,0,0,0,0,0,91,6,44,21,21,8247,422,25,0,0,1,0,0,0,0,3,0,523,834,188,0,109,0,8622,0,455,0,691,0,0,0,0,0,370,321,7,0,0,153,0,0,298,11,1346,1,74,0,27,2741,0,0,302,2161,0,0,0,0,537,719,625,451,1852,0,0,0,0,0,56,0,7719,0
E5.39.3269,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,372,6,1,0,0,32,1,6,0,0,0,0,0,35,0,58,0,31,0,0,0,0,0,0,0,0,0,75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,548,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,0,1,9,2,27,0,0,2,0,0,63,0,158,8,440,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,101,0,0,0,0,0,0,0,83,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,8,13,0,319,0,10,0,6,807,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,30,0,2,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,75,0,0,0,2,0,0,0,0,0,0,13,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,2,0,60130,0,0,2,0,0,0,0,0,8,27,0,1,1,0,56,0,0,0,1,0,2,24,0,0,0,0,0,122,0,0,0,1,6,0,14,0,0,3,0,0,17,1,0,0,450,0,0,0,0,0,0,0,0,0,145,0,1,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,68,1,0,0,24,1,16,0,0,39,0,0,0,0,0,0,25,95,0,2,13,152,122,2,0,7,0,4,590,4,0,0,602,0,0,0,252,0,0,0,87,2,1502,373,493,0,0,0,0,0,0,50,0,0,0,0,0,44,5,9,29,0,472,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,2,0,33,0,25,0,0,0,0,0,0,0,0,0,0,179,0,0,0,1,4,0,0,0,0,58,6,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
E5.38.3256,5,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,140,291,10,1,0,37,4,0,0,24,77,0,1,0,10,0,64,24,2,8,0,0,0,0,0,0,9,0,0,6,0,0,22,0,7,0,0,4,15,0,0,0,0,0,0,0,0,503,0,12,0,0,0,0,0,0,0,0,19,0,0,30,594,30,0,13,0,25,1,0,0,0,0,82,0,104,50,90,2,0,0,2,0,0,0,0,0,0,21,0,0,1,842,2,0,1,0,21,0,0,18,0,0,0,0,0,0,3,8,135,0,0,0,0,0,0,0,0,3,0,0,12,3,0,0,0,6,0,0,2,11,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,60,0,37,0,1,0,3,30,0,0,0,26,0,0,0,0,0,25,19,14,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,65,8,12,0,0,13,0,9,0,0,0,0,23,0,0,5,0,0,0,0,0,41,0,1,30,0,0,0,0,0,35,0,0,8,0,77,0,13,0,0,2,0,0,0,45,1,0,273,0,0,0,0,0,0,16,0,0,0,27,171,1,17,0,0,52,0,0,0,0,0,0,0,5,0,0,0,23,0,4,0,2,0,23,0,0,0,0,0,0,0,0,0,20,2,0,31,0,3,1,0,0,719,0,5,49,107,6,0,9,0,0,0,124,24,0,0,1,0,2,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,132,0,0,9,4,0,0,0,0,0,0,14,0,3,0,0,0,0,27,0,12,0,12,0,0,0,0,0,0,0,0,5,2,13,0,0,19,0,0,0,0,0,7,75,0,0,0,52,0,0,0,0,21,8,0,4,36,0,0,0,1,0,9,0,0,0
E5.37.3245,5,0,0,0,0,346,0,453,0,114,0,0,0,529,0,1234,2,0,0,0,102,148,1136,0,0,0,0,0,744,0,0,0,888,306,0,0,0,0,0,0,0,0,136,0,0,806,0,0,190,0,0,0,264,0,0,0,0,0,0,0,0,1,0,0,0,0,1282,0,0,0,0,0,0,601,328,0,0,0,2236,0,0,0,0,304,0,0,18,0,0,2501,0,40,522,0,0,0,0,1,0,0,0,0,1,0,0,0,158,0,423,0,0,0,0,388,1416,0,805,0,0,0,0,488,0,573,64,633,0,0,0,0,0,0,0,0,0,0,0,4972,6,0,0,0,0,0,0,6083,0,0,0,288,0,0,0,0,1077,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175,128,148,0,0,0,88,39,0,0,0,0,0,0,0,0,0,0,106,1,0,169,2007,3,427,0,5298,1807,0,0,0,114,0,744,0,0,0,0,5,355,3,0,0,453,0,1103,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,1,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,934,0,0,171,0,0,0,0,0,0,0,0,382,0,22381,0,171,47,0,0,0,0,0,558,680,0,0,0,0,78,0,0,0,346,0,1616,2176,0,0,0,0,0,96,0,348,91,2,5928,0,1915,0,3,818,0,0,0,74,0,1,1122,0,0,0,0,0,0,207,0,0,301,0,950,7,113,0,0,0,27,0,0,0,0,0,0,186,0,0,0,106,361,0,0,162,0,966,0,0,0,0,0,0,0,0,385,881,0,0,1573,0,119,0,0,432,581,0,2682,153,997,214,0,0,0,512,0,1204,0,0,0,2,0,4584,0,1870,0,55,0,0,0,0,0,0,0,0,0,0,72,0,0,2,4,291,0,0,0,0,0,0,0,0,0,4,13,668,623,269,0,0,0,915,0,97,0,826,0,0,0,173,0,0,0,2,0,0,0,0,0,17,62,509,0,0,0,0,0,0,0,0,373,0,0,0,0,164,0,0,0,168,0,0,0,92,0,0,0,0,0
E5.40.3285,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,18,2,226,0,2,22,10,1,0,0,0,0,0,1,0,12,0,42,20,0,0,0,0,0,0,0,0,16,0,0,7,0,0,2,0,109,0,0,0,0,0,0,0,0,31,0,0,0,3306,0,0,0,0,0,0,0,212,0,0,2,0,0,1,21,100,0,36,1,1,1,0,1,0,0,89,0,205,117,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,20,0,6,0,0,0,0,1,0,0,0,0,0,0,4,1,156,0,0,0,0,13,60,1,0,68,0,460,0,19,0,0,0,0,0,0,78,25,0,0,1,1,0,0,383,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,114,1,51,0,147,45,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,80,0,1,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,13,0,53,0,0,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,6,0,0,0,0,29,1,0,0,0,0,6,0,0,0,79,3,0,0,0,17,0,0,266,0,0,0,0,0,0,0,0,0,1,46,42,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,15,4,58,0,0,4,0,0,43,0,0,0,1,20,0,1,0,0,0,0,0,19,0,73,0,85,0,0,1,0,97,0,82,41,0,0,0,2,526,9,14,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1634,0,17,0,9,0,0,0,0,0,0,1,0,0,0,149,0,0,0,7,13,0,0,0,0,96,0,0,71,23,0,0,1,0,0,0,0,0,0,0,0,0,0,81,0,0,22,0
E4.late.35.3209,4,0,0,0,227,112,0,0,0,0,29,0,0,0,0,0,2157,1956,280,0,0,705,287,0,93,361,6686,0,0,0,0,0,581,84,17,100,0,0,0,0,0,0,225,0,0,276,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,63,0,0,215,95,147,0,0,0,0,0,1,0,1185,41,738,796,1095,0,396,0,0,0,0,0,0,1094,0,0,0,3199,575,0,0,145,0,0,0,447,0,0,0,0,0,0,130,0,718,0,291,0,0,0,0,0,0,0,169,0,0,199,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,45,0,19,1,0,107,0,19,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,206,0,780,0,0,368,0,0,0,0,0,0,0,1,133,703,84,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,834,124,0,0,0,0,0,0,252,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,11,3,352,31,6,0,0,272,0,0,0,132,0,0,0,0,2,0,0,0,0,0,0,145,127,178,209,0,0,0,0,0,115,0,0,0,1,0,0,230,0,0,0,0,0,0,0,690,0,692,0,68,332,0,0,3,56,0,0,0,722,1219,27,147,0,0,49,0,0,0,0,0,285,0,1214,0,0,0,0,0,0,142,1117,2,258,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,272,1478,297,0,79,0,0,0,342,0,0,350,0,21,94,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1165,0,0,0,0,0,0,32,0,0,19,743,0,0,0,184,0,0,0,0,0,65,214,158,0,0,0,0,0,0,0,51,52,383,0,0,0,0,0,0,1,0,0,313,0,0,0,829,0,0,89,109,0,371,132,0,416,164,0,0,0,0,81,0,0,528
E5.40.3278,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,207,0,0,3,12,1,0,0,0,1,0,0,0,14,0,82,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,80,0,1,1,0,0,0,0,0,7,3,4,0,309,0,0,0,0,0,0,0,1,0,0,20,0,0,4,2,96,0,12,9,19,378,0,0,0,0,0,2,276,2,1,0,0,0,7,0,0,0,0,0,0,0,0,3,0,54,0,0,9,0,1,0,0,12,0,0,0,0,0,0,259,0,21,0,0,0,0,26,42,4,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,13,117,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,14,7,0,0,0,0,4,0,0,0,7,23,0,0,0,0,14,0,215,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,1,0,0,0,11,0,15,0,6,0,1,0,16,0,6,0,0,0,3,0,0,0,26,97,0,0,0,1,0,10,0,0,0,1,1,95,7,0,17,0,0,0,20,19,0,0,0,0,0,1,39,0,0,0,0,0,7,0,0,0,0,0,0,5,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,9,0,0,0,0,0,6,43,60,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,9
E5.39.3263,5,0,0,0,0,49,0,1,0,0,0,0,71,2,0,1707,16,218,0,3,221,139,2692,26,0,0,43,0,337,0,785,0,782,461,269,0,0,0,0,0,0,0,1018,0,0,111,0,0,0,0,703,0,19,25,510,0,0,0,0,0,2,487,0,8158,0,0,0,0,0,0,0,56,0,0,641,0,0,155,2093,677,785,285,266,0,1,0,0,0,0,1,0,1186,1310,853,0,0,0,174,0,0,0,0,0,0,0,0,0,0,605,77,0,4,111,1,453,0,848,0,0,0,0,2,0,311,0,2124,0,0,0,0,0,0,0,0,26,0,9,11,513,0,0,0,0,0,0,1893,2,0,0,0,1,11,0,875,0,0,0,0,0,478,1,0,442,0,0,392,0,0,0,0,0,0,369,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,66,299,292,0,0,1,161,4,138,1820,0,14,0,37,4193,0,0,0,284,0,1,0,0,0,1,15,293,1,0,0,734,0,1,0,0,0,0,0,0,0,21,0,0,0,146,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1388,0,1282,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,48,0,0,0,0,0,100,1,1,0,0,0,31,0,0,0,1,1,323,12,0,741,1,237945,0,1,386,1,0,0,0,0,331,1288,2,5,1,0,57,3,0,0,511,0,2,1268,0,11,0,0,0,1170,327,0,0,3,418,906,2,0,0,415,7,0,0,94,0,0,8416,0,0,0,0,0,0,0,0,0,37,0,1793,45,115,0,0,0,46,0,0,0,0,0,45,2,0,0,0,458,0,0,0,143,89,436,0,0,82,0,0,1,524,0,0,852,1309,0,47,0,1,0,687,816,310,0,24,1381,1462,90,0,747,0,374,0,1637,0,0,34,519,1,6130,3510,2121,0,0,0,6,195,0,0,0,0,0,0,0,0,0,0,210,0,1530,0,0,0,267,0,0,2,0,1,87,12,1,76,0,0,0,0,934,0,863,0,188,0,0,0,0,0,0,1,1,0,0,0,803,0,0,0,0,1,0,0,0,162,12,0,344,20,0,0,0,0,190,0,0,19,174,0,0,0,0,0,0,0,0,0
