,label,A1BG,ABCC6P1,ACCSL,ACTL8,AFMID,AKR1C3,ALDH1A1,ALOX15,AMBN,ANKRD37,ANXA1,APOA1,APOA2,APOC3,APOE,ARGFX,ARL4D,AURKC,B2M,B3GNT2,BAG4,BAMBI,BCAR4,BCL2L10,BECN1P1,BIK,BMP15,BMP2,BMP6,BOD1,BTG4,BUB1,BUB1B,C11orf40,C1orf64,C3orf56,C6orf52,C8orf12,CA4,CALB2,CASC11,CASC5,CCDC147,CCDC27,CCNA1,CCNO,CCR7,CCR8,CD48,CDKN1A,CDKN1C,CDKN2AIP,CDR1,CFD,CGA,CGB,CGB5,CGB8,CHAC1,CHGA,CHMP4B,CIART,CLDN10,CLEC4E,CNNM2,COL4A1,COX4I2,CRABP1,CSAG1,CST1,CTGF,CTRB2,CTSE,CUL2,CXorf67,CYP19A1,CYP1A1,CYP1B1,CYP26A1,CYR61,DBR1,DCDC2,DDIT3,DDIT4,DEFB1,DEFB124,DEGS2,DERL3,DHRS3,DLEU7,DNAJB1,DNMT1,DPPA5,DPRX,DUXA,EBLN1,EID3,EIF4E1B,ELANE,ENG,EPN2-IT1,EPS8L1,ERVFRD-1,ETNPPL,EXOC3L2,FABP7,FAM13A,FAM151A,FAM162B,FAM19A4,FAM220A,FAM46C,FAM64A,FBP1,FBXO22-AS1,FBXO5,FBXW12,FGF14,FIGLA,FLJ20518.uid_5146,FNDC4,FOLR4,FOS,FOXD3-AS1,FOXR1,FRZB,FUT3,GABRR3,GADD45B,GAGE12J,GAGE2A.uid_12821,GAGE2B,GAST,GCM1,GCNT3,GDF15,GDF3,GDF9,GIP,GJA5,GNRH2,GPHA2,GPHB5,GPR143,GPX2,GSC,GTF2A1L,GUCA2A,GYPC,H19,H1FOO,HABP2,HAND1,HAS2,HBZ,HDC,HERC6,HHLA2,HIPK3,HIST1H1A,HIST1H2AA,HIST1H2AC,HIST1H2AH,HIST1H2AI,HIST1H2AL,HIST1H2AM,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BG,HIST1H2BH,HIST1H2BJ,HIST1H2BK,HIST1H3A,HIST1H3C,HIST1H3G,HIST1H3J,HIST1H4B,HIST1H4F,HIST1H4H,HIST2H2BE,HIST3H2A,HIST3H3,HNRNPCL1,HNRNPCL2,HOPX,HOXA7,HSD3B1,HSF2BP,HSPA1A,HSPA1B,HSPA1L,HSPA6,HSPB1,HSPB8,HYLS1,ID2,ID3,IER3,IFI16,IFI6,IFITM1,IFITM3,IGFBP3,IL17B,KCNK9,KHDC1,KHDC3L,KLF17,KLK11,KPNA7,KRT23,KRT7,LARP6,LBH,LEFTY1,LEFTY2,LEUTX,LGALS1,LGALS16,LGALS2,LGALS3,LGALS3BP,LINC00324,LINC00458,LINC00948,LINC01118,LOC100506790,LOC100507420.uid_10773,LOC100996324,LOC101927258,LOC101928559,LOC101928736,LOC101928769,LOC101929524,LOC256880,LOC283299,LOC649330,LRRTM4,LYPD2,MAD2L1BP,MAGEA12,MAGEA4,MAP3K7CL,MBD3L2,MBD3L3,MBD3L5,MEG3,MFSD2A,MIER1,MIR1248,MIR205HG,MIR27B,MIR30A,MIR3648,MIR3651,MIR367,MIR371A,MIR371B,MIR374B,MIR4427,MIR4472-2,MIR5087,MIR614,MIR6516,MIR663A,MIR6775,MIR6777,MIR7703,MIR8079,MIRLET7I,MIXL1,MLF1,MLN,MMP2,MPC1L,MRGPRX1,MROH1,MSH5.uid_7872,MSRA,MT1B,MT1E,MT1F,MT1G,MT1H,MT1HL1,MT1X,MT2A,MTRNR2L1,MUC15,MYL4,NANOGNB,NEFM,NLRP11,NLRP13,NLRP4,NLRP5,NLRP9,NMU,NODAL,NOVA1,NPM2,NPPB,NRGN,NSG1,NUPR1,OLFML3,OOEP,OOSP2,OTX2,OXT,P2RX5,PABPN1L,PADI6,PAGE4,PAGE5,PARL,PATL2,PCP4L1,PDCD4,PDE8B,PDGFRA,PDLIM2,PDPN,PGC,PGF,PIM2,PITX2,PLAU,PLEK2,PMAIP1,PPAP2C,PPIAP30,PPP1R14A,PRAMEF1,PRAMEF11,PRAMEF12,PRAMEF2,PRAMEF4,PRAMEF6.uid_854,PRPH,PRR15,PRR9,PRSS3,PSORS1C2,PTTG1,PTTG2,PTTG3P,PYCARD,RARRES2,RBP7,REC114,RFPL1,RFPL2,RFPL4A,RFPL4AL1,RFPL4B,RGS13,RGS2,RHEBL1,RHOXF1,RIIAD1,RMRP,RNASE1,RNASEK.uid_21279,RND1,RNF11,RNF122,RNF168,RNU11,RNU12,RNU4ATAC,RNVU1-19.uid_1705,RNVU1-8,RPL10L,RPPH1,RPS7P5,RSPO3,RSRP1,S100P,SAA1,SAT1,SCARNA2,SCARNA22,SCARNA5,SDC1,SELM,SERPINB9,SERPINF1,SERPINH1,SERTAD1,SERTAD3,SIAH1,SLC16A6,SLC34A2,SLC3A1,SLC40A1,SLC6A5,SLC6A8,SLC7A6OS,SMPDL3B,SNAPC2,SNAR-D,SNAR-F,SNAR-G1,SNAR-H,SNAR-I,SNORA12,SNORA23,SNORA2B,SNORA44,SNORA46,SNORA48,SNORA51,SNORA74B,SNORA80E,SNORD114-13,SNORD114-3,SNORD124,SNORD35A,SNORD43,SNORD46,SNORD50A,SNORD83A,SOX15,SOX17,SPATA25,SPDYC,SPINK7,SPP1,SQRDL,SSTR5-AS1,STMN2,SVOPL,TAAR5,TCL1A,TCL1B,TDGF1,TDH,TEX19,TEX37,TFF1,TKTL1,TLE6,TMEM160,TNNI3,TOPORS,TPRX1,TPRXL,TREM1,TRH,TRIM77,TUBA3E,TUBA4A,TUBA4B,TUBB8,TUBBP5,UBXN11,UCHL1,UNC13C,USP2,UTF1,VENTX,VGLL1,VMO1,VTRNA1-1,VTRNA1-3,WDR47,WEE2,WFDC2,XAGE3,YPEL5,ZAR1L,ZC2HC1B,ZFR2,ZIM3,ZMAT5,ZNF280A,ZNF280B,ZNF302,ZNF394,ZNF597,ZNF679,ZNF735P,ZP1,ZP2,ZP3,ZP4,ZSCAN4,ZSCAN5B
E6.2.108,6,0,0,0,0,42,0,0,0,0,0,0,0,0,0,21,0,167,0,0,471,74,0,21,0,0,0,0,0,0,90,0,169,438,0,0,0,2,0,0,0,0,1748,0,0,0,0,0,0,0,0,0,23,0,71,0,0,0,0,0,0,112,0,99,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,44,84,0,23,13,0,0,0,12,0,0,353,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,49,0,49,0,0,0,5,1,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,0,0,52,0,0,0,3,0,20,4,0,0,0,0,49,5,50,0,0,5,0,0,0,0,0,0,0,0,0,25,162,0,0,0,0,46,0,0,41,0,0,240,102,0,0,0,37,0,0,0,0,0,0,9,0,0,0,0,82,0,0,19,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,0,0,0,0,57,0,3,0,1,2,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,40,0,0,0,0,5,215,0,0,1106,0,0,0,0,0,0,148,0,0,25,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,268,8,41,0,0,0,0,0,0,0,0,0,131,12,33,0,0,12,23,17,0,22,0,126,0,0,0,0,0,1,5,0,0,105,60,0,37,0,5,0,0,0,1,0,0,48,51,0,0,37,0,0,0,34,11,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123,0,78,0,67,0,0,0,0,0,0,0,0,0,0,37,10,0,0,0,0,242,0,0,0,0,0,0,0,39,0,0,0,0,20,0,0,8,91,4,0,0,0,0,0,0,0,0
E6.2.109,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,11,0,35,5,0,105,22,0,0,0,0,23,0,0,0,7,0,34,86,0,0,0,0,0,0,0,0,177,0,0,16,0,15,0,0,0,0,5,0,6,0,0,0,0,38,0,16,8,137,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,6,0,0,297,0,0,0,14,0,0,241,28,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,4,0,0,0,0,7,0,15,16,0,0,32,27,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,1,52,0,0,0,0,1,0,14,0,0,6,6,0,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,99,0,0,74,1,0,0,0,1,10,30,0,0,23,0,4,0,127,0,0,0,0,0,0,0,0,0,0,0,67,1,8,0,0,0,0,0,0,0,0,2,24,5,8,0,0,0,9,5,0,7,0,47,0,0,1,0,0,0,7,0,0,14,84,0,7,0,0,0,0,0,8,0,1,19,26,6,0,54,0,0,0,51,15,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,30,0,0,7,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,15,0,0,0,12,0,0,0,10,0,0,0,0,2,0,0,6,27,0,0,0,0,0,0,0,0,0
E7.2.148,7,0,0,0,0,3,0,0,0,0,0,1,0,0,0,54,0,1,0,1,83,64,102,0,0,0,0,0,0,0,63,0,95,162,0,0,0,0,10,0,0,0,76,0,0,33,0,138,0,0,0,1128,131,0,0,203,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,198,0,0,0,0,0,0,175,1054,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,18,0,0,0,0,0,15,0,0,54,0,0,11,56,0,0,15,0,0,0,48,0,2,0,0,0,0,0,0,0,0,0,0,91,0,0,0,15,46,0,0,22,147,0,0,1,0,0,17,804,450,0,0,0,4,0,0,0,0,79,203,0,0,0,0,0,38,0,0,280,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,266,0,0,0,0,0,0,0,0,202,0,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,105,0,0,0,0,0,1,0,0,0,0,189,0,0,0,0,0,3,0,0,2329,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,453,5,54,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,104,0,0,1,0,0,0,1,0,0,132,244,0,0,0,0,0,368,13,777,0,0,127,138,6,0,0,0,0,0,0,203,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,99,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,108,0,0,0,0,0,555,0,1,28,38,0,0,0,203,0,0,0,0,88,0,0,0,0,42,0,0,0,0,0,0,8,0
E7.2.139,7,76,0,0,0,5,0,60,0,0,0,8,0,0,5,787,1,205,0,0,162,74,0,105,0,0,0,0,0,0,26,0,2,1,0,0,0,0,0,0,0,0,17,0,0,6,1,5,0,0,0,2374,0,0,8,346,1,0,0,1180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,14,0,0,0,56,0,0,5,1084,0,0,0,0,26,0,296,524,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,0,0,0,60,0,17,0,0,0,0,0,0,0,0,0,953,0,0,114,0,0,0,0,0,86,3,0,0,3,0,0,57,0,0,0,0,64,0,20,0,57,0,0,0,0,0,0,44,0,0,0,3,0,92,0,0,1,0,0,60,7,0,81,0,59,0,73,1766,888,0,0,0,23,0,0,0,0,1,3,0,0,0,0,0,91,1,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,136,0,366,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,98,20,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,155,0,0,12,0,0,187,0,492,4617,1,44,0,164,0,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,168,1,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,54,0,52,0,0,23,0,0,1,60,0,0,92,148,47,25,0,13,0,926,112,2127,0,0,257,133,9,0,2,0,27,0,0,0,0,89,1,1,2,3434,7,0,0,0,16,0,0,2,0,0,0,0,0,1,1,0,12,0,240,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,89,0,25,1,0,88,0,0,0,1,0,0,0,20,0,0,0,0,0,860,0,1,0,33,0,0,0,121,0,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,0,0
E7.2.164,7,0,0,0,0,68,0,0,1,0,0,0,0,0,0,358,0,235,179,0,193,0,1,0,0,0,260,0,0,0,392,0,211,166,0,0,0,0,0,0,0,0,239,0,0,1,0,1,0,0,0,5,12,55,0,0,0,0,0,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,65,66,999,6292,0,0,0,0,0,0,754,305,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,119,0,0,0,0,133,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,389,0,0,370,0,0,0,0,1,12,1032,233,0,330,0,0,17,7,1,0,9,0,0,3,0,53,0,0,0,0,1,4,17,0,0,0,0,0,0,0,70,127,1,0,0,1,87,323,1,99,0,0,1627,3091,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,268,130,0,65,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,133,512,0,0,0,0,0,0,0,0,190,0,104,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,1,0,0,0,0,69,368,0,0,5,0,0,1,0,0,168,240,1,0,99,0,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,726,14,82,0,0,129,0,0,0,0,0,0,0,0,387,0,0,0,1,0,0,88,19,1,0,0,81,0,0,2,0,0,0,42,5499,2,0,0,0,0,1,0,149,0,0,293,225,65,0,1,0,0,0,348,0,1,0,0,0,99,7,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0,43,23,0,371,0,0,0,0,0,0,1,0,0,0,0,97,0,0,0,1,145,0,0,59,0,239,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,348,0,1,0,0,0,22,0,385,0,0,0,0,159,0,0,71,436,0,0,0,0,0,0,0,0,0
E7.2.152,7,0,0,0,0,212,0,0,0,0,0,0,0,0,0,99,0,27,1,0,98,1,260,0,0,0,93,0,0,0,118,0,189,24,0,0,0,0,0,0,1,0,506,0,0,0,0,199,0,0,0,2386,0,0,0,6,0,0,0,109,0,6,0,0,0,1,0,0,0,0,0,0,0,0,6,0,199,0,0,0,19,70,0,210,1083,0,0,0,0,0,0,469,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,181,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,2379,0,1,0,7,0,1,0,0,0,0,1,0,0,0,0,4095,0,0,59,0,0,0,0,0,108,0,0,0,0,0,0,51,68,0,1,27,0,0,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1312,0,0,7,0,0,0,0,35,34,2,147,0,272,689,1173,0,0,0,0,0,0,0,0,1,780,0,0,1,0,0,1,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,161,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,1,0,205,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,77,0,0,16,0,0,0,0,121,122,0,0,133,0,0,0,0,0,1994,1,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,2,0,0,1106,24,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,0,145,1,2,0,0,5,0,0,0,0,0,0,332,736,0,0,0,19,0,91,0,1527,0,0,239,2,208,0,158,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,73,0,81,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,118,0,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,1,0,0,0,52,0,306,0,0,0,1,0,0,0,1,85,1,0,0,0,0,0,0,0,0
E7.2.154,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,191,1,0,195,199,24,137,0,0,0,0,0,0,182,0,331,358,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,980,11,50,0,1,0,0,0,287,0,72,0,0,0,192,2,0,0,0,0,0,0,0,332,0,1,0,0,0,0,53,85,0,1715,0,0,0,0,0,0,597,1434,0,0,0,0,2,0,0,0,0,32,2,0,0,995,0,0,0,0,10,0,3,0,0,222,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2031,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4731,0,0,343,0,0,0,0,0,0,7,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,186,0,129,229,0,0,4,0,1,1,264,0,0,75,409,427,0,0,0,217,0,0,0,0,0,115,0,0,0,0,0,44,4,0,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,427,0,252,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,55,14,0,0,0,0,0,0,0,0,0,0,227,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,136,0,29,0,0,0,0,0,0,0,30,34,0,0,61,1,0,0,0,87,624,0,0,0,29,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,309,3,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,38,7,29,0,21,48,0,0,2,47,0,0,30,1762,0,0,0,54,0,1,0,671,15,23,16,96,135,0,189,0,95,0,0,83,0,1,0,0,0,0,0,0,28,0,1,2,0,0,0,0,0,0,0,19,0,0,84,0,108,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,47,0,0,98,0,20,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,634,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,104,20,1,0,0,0,0,0,0,0,0
E7.2.146,7,0,0,0,0,88,0,0,0,0,0,0,0,0,118,692,0,153,0,0,258,185,0,422,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,205,0,0,0,0,1139,0,0,0,4167,185,0,123,1,0,0,0,818,0,35,0,0,0,40,0,0,0,0,0,0,0,0,475,0,195,0,0,0,145,118,0,105,1682,0,0,0,0,0,0,5,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,2814,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1076,0,0,0,1,9,599,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,50,0,0,0,0,0,178,137,0,0,249,822,2330,0,0,0,0,0,0,0,0,1,1,49,0,0,0,0,168,17,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,239,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,219,86,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,176,0,0,0,0,0,0,0,0,1,0,359,0,0,85,0,0,304,0,0,1985,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,347,0,0,104,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,97,0,51,0,0,22,0,0,0,1,0,0,79,67,0,0,0,0,0,0,0,956,0,0,0,259,45,28,143,0,14,0,7,0,529,1,0,1,0,0,3,0,2,0,0,0,7,1,0,1,0,0,0,0,25,0,49,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,41,59,90,0,0,1585,0,0,34,2,0,0,0,453,0,0,0,0,21,0,1,95,0,0,0,0,0,0,0,0,0,0
E6.2.117,6,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,27,0,0,153,35,8,0,0,0,0,0,0,0,59,0,133,381,0,0,0,0,0,0,0,0,5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,23,31,0,0,29,0,0,0,0,0,0,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,2,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,62,0,0,49,1,0,48,0,0,1,0,0,0,8,0,36,0,0,0,32,0,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,75,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,97,0,0,1169,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,1,0,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,71,83,0,0,0,0,0,0,0,0,0,0,59,0,0,0,134,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
E7.2.147,7,0,0,0,0,0,0,0,0,0,8,889,53,0,465,396,1,427,0,0,0,10,338,789,0,0,0,0,0,0,0,0,99,2,0,0,0,9,0,0,0,0,83,0,0,4398,0,833,0,0,122,859,51,0,0,78725,110,9,48,2428,0,37,0,0,0,150,12,69,0,20,0,0,0,0,383,0,9599,218,0,0,0,241,0,572,3286,0,0,1,0,0,0,125,904,0,0,0,0,0,0,0,0,0,317,4251,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,1767,0,0,0,120,171,4,0,0,0,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,1,29,0,0,7,8,0,0,59,0,30,0,0,84,0,70,0,20,0,0,0,0,0,6,117,0,0,0,2646,0,0,0,0,1,0,0,0,2633,0,204,0,37,0,22,1,106,0,0,0,69,0,0,0,0,1277,17,0,0,0,0,0,33,1,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1020,176,0,3,0,0,0,0,0,0,0,13,118,2997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,90,0,43,0,0,17,0,0,3490,0,0,12304,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,12,0,0,622,8,78,0,0,0,0,0,0,0,0,109,0,0,18,0,0,14,0,0,13,429,0,199,0,0,4,0,0,0,21,0,1,34,2622,91,21,0,6,0,4,0,1071,3,0,119,86,384,0,0,0,1359,0,0,33,1313,0,0,0,0,3,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,7,2,0,59,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,54,0,0,0,0,0,0,0,1,0,0,152,199,0,0,0,0,5844,0,1,18,114,0,1,0,824,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0
